asset,liab,m_d,m_p,ir,gn
11300000.0,0.0,03.05.2018,42,1.787,137
14000000.0,0.0,03.05.2018,42,1.787,313
0.0,10400000.0,03.05.2018,42,1.787,339
0.0,10000000.0,03.05.2018,42,1.787,266
0.0,50700000.0,03.05.2018,42,1.787,330
0.0,10000000.0,03.05.2018,42,1.787,288
0.0,11000000.0,03.05.2018,42,1.787,355
106300000.0,0.0,03.05.2018,42,1.787,200
10300000.0,0.0,03.05.2018,42,1.787,357
10200000.0,0.0,03.05.2018,42,1.787,358
0.0,10200000.0,03.05.2018,42,1.787,164
12300000.0,0.0,03.05.2018,42,1.787,359
0.0,30700000.0,03.05.2018,42,1.787,360
0.0,27400000.0,03.05.2018,42,1.787,161
41600000.0,0.0,03.05.2018,42,1.787,217
10000000.0,0.0,03.05.2018,42,1.787,361
0.0,10400000.0,03.05.2018,42,1.787,345
46300000.0,0.0,03.05.2018,42,1.787,362
0.0,31300000.0,03.05.2018,42,1.787,363
51600000.0,0.0,03.05.2018,42,1.787,364
0.0,11000000.0,03.05.2018,42,1.787,365
0.0,20600000.0,03.05.2018,42,1.787,296
0.0,16500000.0,03.05.2018,42,1.787,366
20700000.0,0.0,03.05.2018,42,1.787,367
10300000.0,0.0,03.05.2018,42,1.787,368
0.0,20900000.0,03.05.2018,42,1.787,369
50000000.0,0.0,03.05.2018,42,1.787,370
20500000.0,0.0,04.05.2018,43,1.787,371
0.0,8600000.0,04.05.2018,43,1.787,176
6600000.0,0.0,04.05.2018,43,1.787,372
22000000.0,0.0,04.05.2018,43,1.787,373
29800000.0,0.0,04.05.2018,43,1.787,123
0.0,20500000.0,04.05.2018,43,1.787,354
0.0,10300000.0,04.05.2018,43,1.787,165
6500000.0,0.0,04.05.2018,43,1.787,374
16000000.0,0.0,04.05.2018,43,1.787,375
0.0,20800000.0,04.05.2018,43,1.787,376
15700000.0,0.0,04.05.2018,43,1.787,212
0.0,10000000.0,04.05.2018,43,1.787,361
0.0,30500000.0,04.05.2018,43,1.787,377
0.0,10200000.0,04.05.2018,43,1.787,198
10200000.0,0.0,04.05.2018,43,1.787,378
0.0,20000000.0,04.05.2018,43,1.787,324
82500000.0,0.0,04.05.2018,43,1.787,309
26800000.0,0.0,04.05.2018,43,1.787,100
10800000.0,0.0,04.05.2018,43,1.787,210
0.0,500000000.0,04.05.2018,43,1.787,379
0.0,40900000.0,04.05.2018,43,1.787,380
0.0,14100000.0,04.05.2018,43,1.787,381
0.0,20500000.0,04.05.2018,43,1.787,371
4500000.0,0.0,04.05.2018,43,1.787,315
20500000.0,0.0,04.05.2018,43,1.787,382
20500000.0,0.0,04.05.2018,43,1.787,383
38100000.0,0.0,04.05.2018,43,1.787,82
0.0,8600000.0,04.05.2018,43,1.787,340
0.0,1000.0,04.05.2018,43,1.787,22
0.0,10400000.0,04.05.2018,43,1.787,351
0.0,41700000.0,04.05.2018,43,1.787,384
0.0,10000000.0,07.05.2018,46,1.787,385
0.0,10000000.0,07.05.2018,46,1.787,386
10000000.0,0.0,07.05.2018,46,1.787,385
0.0,10000000.0,08.05.2018,47,1.787,387
43000000.0,0.0,08.05.2018,47,1.787,105
75000000.0,0.0,08.05.2018,47,1.787,150
50000000.0,0.0,08.05.2018,47,1.787,388
0.0,12800000.0,08.05.2018,47,1.787,389
0.0,20600000.0,08.05.2018,47,1.787,390
21200000.0,0.0,08.05.2018,47,1.787,391
0.0,12800000.0,08.05.2018,47,1.787,392
10200000.0,0.0,08.05.2018,47,1.787,393
10200000.0,0.0,08.05.2018,47,1.787,394
0.0,14300000.0,08.05.2018,47,1.787,286
10200000.0,0.0,08.05.2018,47,1.787,395
0.0,5100000.0,08.05.2018,47,1.787,308
10300000.0,0.0,08.05.2018,47,1.787,396
0.0,50000000.0,08.05.2018,47,1.787,147
16000000.0,0.0,08.05.2018,47,1.787,397
0.0,61000000.0,08.05.2018,47,1.787,208
50000000.0,0.0,08.05.2018,47,1.787,398
0.0,50000000.0,08.05.2018,47,1.787,239
0.0,102000000.0,08.05.2018,47,1.787,247
0.0,20600000.0,08.05.2018,47,1.787,399
2100000.0,0.0,08.05.2018,47,1.787,305
0.0,12400000.0,08.05.2018,47,1.787,400
12700000.0,0.0,08.05.2018,47,1.787,392
10200000.0,0.0,08.05.2018,47,1.787,401
5100000.0,0.0,08.05.2018,47,1.787,349
0.0,10300000.0,08.05.2018,47,1.787,166
0.0,33700000.0,08.05.2018,47,1.787,245
11000000.0,0.0,08.05.2018,47,1.787,365
0.0,106200000.0,08.05.2018,47,1.789,402
31100000.0,0.0,08.05.2018,47,1.789,241
21200000.0,0.0,08.05.2018,47,1.789,403
21300000.0,0.0,08.05.2018,47,1.789,404
1100000.0,0.0,08.05.2018,47,1.789,207
22600000.0,0.0,08.05.2018,47,1.789,219
56500000.0,0.0,08.05.2018,47,1.789,405
45200000.0,0.0,08.05.2018,47,1.789,88
10300000.0,0.0,08.05.2018,47,1.789,406
0.0,10300000.0,08.05.2018,47,1.789,267
10300000.0,0.0,08.05.2018,47,1.789,407
41000000.0,0.0,08.05.2018,47,1.789,257
0.0,35800000.0,08.05.2018,47,1.789,116
0.0,85000000.0,08.05.2018,47,1.789,408
0.0,22000000.0,08.05.2018,47,1.789,255
0.0,11000000.0,08.05.2018,47,1.789,409
0.0,12500000.0,08.05.2018,47,1.789,410
0.0,10400000.0,08.05.2018,47,1.789,401
0.0,10000000.0,08.05.2018,47,1.789,411
109400000.0,0.0,08.05.2018,47,1.789,412
0.0,50000000.0,08.05.2018,47,1.789,253
10300000.0,0.0,08.05.2018,47,1.789,413
0.0,31200000.0,08.05.2018,47,1.789,414
0.0,151400000.0,08.05.2018,47,1.789,415
20800000.0,0.0,08.05.2018,47,1.789,291
0.0,10400000.0,08.05.2018,47,1.789,406
20600000.0,0.0,08.05.2018,47,1.789,390
30900000.0,0.0,08.05.2018,47,1.789,377
65000000.0,0.0,08.05.2018,47,1.789,416
53100000.0,0.0,08.05.2018,47,1.7907,417
0.0,56200000.0,08.05.2018,47,1.7907,25
0.0,25000000.0,08.05.2018,47,1.7907,171
53000000.0,0.0,08.05.2018,47,1.7907,302
0.0,5600000.0,08.05.2018,47,1.7907,56
105800000.0,0.0,08.05.2018,47,1.7907,42
0.0,56100000.0,08.05.2018,47,1.7907,41
0.0,28100000.0,08.05.2018,47,1.7907,418
51700000.0,0.0,08.05.2018,47,1.7907,419
5600000.0,0.0,08.05.2018,47,1.7907,420
33000000.0,0.0,08.05.2018,47,1.7907,421
0.0,14200000.0,08.05.2018,47,1.7907,422
20500000.0,0.0,08.05.2018,47,1.7907,423
6000000.0,0.0,08.05.2018,47,1.7907,420
102200000.0,0.0,08.05.2018,47,1.7907,424
0.0,25000000.0,08.05.2018,47,1.7907,195
100000000.0,0.0,08.05.2018,47,1.7907,425
10500000.0,0.0,08.05.2018,47,1.7907,59
10400000.0,0.0,08.05.2018,47,1.7907,426
10400000.0,0.0,08.05.2018,47,1.7907,427
0.0,17800000.0,08.05.2018,47,1.7907,428
0.0,14500000.0,08.05.2018,47,1.7907,224
0.0,20800000.0,08.05.2018,47,1.7907,429
0.0,10000000.0,08.05.2018,47,1.7907,420
15000000.0,0.0,08.05.2018,47,1.7907,430
50000000.0,0.0,08.05.2018,47,1.7907,431
0.0,10000000.0,08.05.2018,47,1.7907,432
0.0,12500000.0,08.05.2018,47,1.7907,433
10000000.0,0.0,08.05.2018,47,1.7907,386
0.0,20800000.0,08.05.2018,47,1.7907,434
31000000.0,0.0,08.05.2018,47,1.7907,284
10400000.0,0.0,08.05.2018,47,1.7907,435
0.0,102100000.0,08.05.2018,47,1.7907,240
0.0,85700000.0,08.05.2018,47,1.7907,436
550000000.0,0.0,07.05.2018,46,1.7935,379
0.0,12300000.0,08.05.2018,47,1.7935,359
56700000.0,0.0,08.05.2018,47,1.7935,437
15500000.0,0.0,08.05.2018,47,1.7935,438
10900000.0,0.0,08.05.2018,47,1.7935,439
0.0,106402630.0,08.05.2018,47,1.7935,328
10300000.0,0.0,08.05.2018,47,1.7935,440
5100000.0,0.0,08.05.2018,47,1.7935,408
0.0,17900000.0,08.05.2018,47,1.7935,441
0.0,10000000.0,08.05.2018,47,1.7935,442
0.0,10600000.0,08.05.2018,47,1.7935,272
10000000.0,0.0,08.05.2018,47,1.7935,387
0.0,31000000.0,08.05.2018,47,1.7935,443
20800000.0,0.0,08.05.2018,47,1.7935,323
10000000.0,0.0,08.05.2018,47,1.7935,411
10000000.0,0.0,08.05.2018,47,1.7935,432
0.0,10000000.0,08.05.2018,47,1.7935,444
0.0,10000000.0,08.05.2018,47,1.7935,445
31200000.0,0.0,08.05.2018,47,1.7935,225
10300000.0,0.0,08.05.2018,47,1.7935,446
14400000.0,0.0,08.05.2018,47,1.7935,206
75000000.0,0.0,08.05.2018,47,1.7935,322
6200000.0,0.0,08.05.2018,47,1.7935,447
10900000.0,0.0,08.05.2018,47,1.7935,448
0.0,24500000.0,09.05.2018,48,1.7999,118
0.0,22000000.0,09.05.2018,48,1.7999,373
10200000.0,0.0,09.05.2018,48,1.7999,449
10200000.0,0.0,09.05.2018,48,1.7999,450
10200000.0,0.0,09.05.2018,48,1.7999,451
10200000.0,0.0,09.05.2018,48,1.7999,452
10300000.0,0.0,09.05.2018,48,1.7999,453
10800000.0,0.0,09.05.2018,48,1.7999,342
0.0,20600000.0,09.05.2018,48,1.7999,454
0.0,10300000.0,09.05.2018,48,1.7999,278
10200000.0,0.0,09.05.2018,48,1.7999,455
2100000.0,0.0,09.05.2018,48,1.7999,309
0.0,20000000.0,09.05.2018,48,1.7999,353
10200000.0,0.0,09.05.2018,48,1.7999,456
0.0,50000000.0,09.05.2018,48,1.7999,316
0.0,10000000.0,09.05.2018,48,1.7999,447
14300000.0,0.0,09.05.2018,48,1.7999,381
5000000.0,0.0,09.05.2018,48,1.7999,99
10000000.0,0.0,09.05.2018,48,1.7999,442
0.0,21000000.0,09.05.2018,48,1.7999,275
25000000.0,0.0,09.05.2018,48,1.7999,457
95000000.0,0.0,09.05.2018,48,1.7999,314
130000000.0,0.0,09.05.2018,48,1.7999,108
12300000.0,0.0,09.05.2018,48,1.7999,400
55000000.0,0.0,09.05.2018,48,1.7999,246
0.0,340000000.0,09.05.2018,48,1.7999,458
0.0,18000000.0,09.05.2018,48,1.7999,459
0.0,50000000.0,09.05.2018,48,1.7999,331
115000000.0,0.0,09.05.2018,48,1.7999,460
15000000.0,0.0,09.05.2018,48,1.7999,461
54700000.0,0.0,09.05.2018,48,1.7999,43
5000000.0,0.0,09.05.2018,48,1.7999,115
0.0,20800000.0,09.05.2018,48,1.7999,462
0.0,31300000.0,09.05.2018,48,1.7999,463
10200000.0,0.0,09.05.2018,48,1.7999,464
0.0,10200000.0,09.05.2018,48,1.7999,229
21000000.0,0.0,09.05.2018,48,1.7999,369
10000000.0,0.0,09.05.2018,48,1.7999,444
0.0,20500000.0,09.05.2018,48,1.7999,382
0.0,20600000.0,09.05.2018,48,1.7999,465
0.0,10000000.0,10.05.2018,49,1.8105,451
26000000.0,0.0,10.05.2018,49,1.8105,38
0.0,79300000.0,10.05.2018,49,1.8105,466
0.0,15000000.0,10.05.2018,49,1.8105,430
0.0,20000000.0,10.05.2018,49,1.8105,467
0.0,10000000.0,10.05.2018,49,1.8105,452
0.0,20500000.0,10.05.2018,49,1.8105,383
0.0,41200000.0,10.05.2018,49,1.8105,468
14400000.0,0.0,10.05.2018,49,1.8105,469
0.0,10400000.0,10.05.2018,49,1.8105,407
50000000.0,0.0,10.05.2018,49,1.8105,470
0.0,10400000.0,10.05.2018,49,1.8105,413
0.0,10200000.0,10.05.2018,49,1.8105,234
152800000.0,0.0,10.05.2018,49,1.8105,471
47600000.0,0.0,10.05.2018,49,1.8105,384
0.0,10000000.0,10.05.2018,49,1.8105,455
0.0,10000000.0,10.05.2018,49,1.8105,456
0.0,3200000.0,10.05.2018,49,1.8105,227
0.0,30000000.0,10.05.2018,49,1.8105,472
17000000.0,0.0,10.05.2018,49,1.8105,259
14300000.0,0.0,10.05.2018,49,1.8105,422
0.0,25000000.0,10.05.2018,49,1.8105,203
34700000.0,0.0,10.05.2018,49,1.8105,473
50900000.0,0.0,10.05.2018,49,1.8105,474
6200000.0,0.0,10.05.2018,49,1.8105,475
0.0,14500000.0,10.05.2018,49,1.8105,476
0.0,10300000.0,10.05.2018,49,1.8105,293
0.0,26400000.0,10.05.2018,49,1.8105,477
0.0,10300000.0,10.05.2018,49,1.8105,295
10300000.0,0.0,10.05.2018,49,1.8105,478
0.0,15000000.0,10.05.2018,49,1.8105,438
0.0,15000000.0,10.05.2018,49,1.8105,460
0.0,10300000.0,10.05.2018,49,1.8105,307
0.0,20700000.0,10.05.2018,49,1.8105,209
0.0,25600000.0,10.05.2018,49,1.8105,479
101700000.0,0.0,11.05.2018,50,1.8105,480
33000000.0,0.0,11.05.2018,50,1.8105,443
20800000.0,0.0,11.05.2018,50,1.8105,346
10300000.0,0.0,11.05.2018,50,1.8105,481
0.0,10300000.0,11.05.2018,50,1.8105,311
0.0,15500000.0,11.05.2018,50,1.8105,144
10300000.0,0.0,11.05.2018,50,1.8105,482
14400000.0,0.0,11.05.2018,50,1.8105,476
0.0,10300000.0,11.05.2018,50,1.8105,312
10300000.0,0.0,11.05.2018,50,1.8105,483
30600000.0,0.0,11.05.2018,50,1.8105,360
0.0,14400000.0,11.05.2018,50,1.8105,469
0.0,20600000.0,11.05.2018,50,1.8105,484
0.0,15700000.0,11.05.2018,50,1.8105,282
20800000.0,0.0,11.05.2018,50,1.8105,376
0.0,50700000.0,11.05.2018,50,1.8105,337
10900000.0,0.0,11.05.2018,50,1.8105,485
100000000.0,0.0,11.05.2018,50,1.8105,486
0.0,50800000.0,11.05.2018,50,1.8105,348
10300000.0,0.0,11.05.2018,50,1.8105,487
33000000.0,0.0,11.05.2018,50,1.8105,488
0.0,52700000.0,11.05.2018,50,1.8105,489
0.0,33000000.0,11.05.2018,50,1.8105,300
0.0,26000000.0,11.05.2018,50,1.8105,15
0.0,20600000.0,14.05.2018,53,1.8105,490
41000000.0,0.0,14.05.2018,53,1.8105,258
22600000.0,0.0,14.05.2018,53,1.8105,491
0.0,10300000.0,14.05.2018,53,1.8105,325
150000000.0,0.0,14.05.2018,53,1.8105,492
0.0,22100000.0,14.05.2018,53,1.8105,493
0.0,10500000.0,14.05.2018,53,1.8105,440
10600000.0,0.0,14.05.2018,53,1.8105,494
101800000.0,0.0,14.05.2018,53,1.8105,495
17000000.0,0.0,14.05.2018,53,1.8105,496
0.0,26000000.0,14.05.2018,53,1.8105,497
0.0,106100000.0,14.05.2018,53,1.8105,412
21000000.0,0.0,14.05.2018,53,1.8105,498
20000000.0,0.0,14.05.2018,53,1.8105,467
0.0,10000000.0,14.05.2018,53,1.8105,464
0.0,50000000.0,14.05.2018,53,1.8105,336
56400000.0,0.0,14.05.2018,53,1.8105,499
20600000.0,0.0,14.05.2018,53,1.8105,399
10300000.0,0.0,14.05.2018,53,1.8105,500
0.0,14300000.0,14.05.2018,53,1.8105,501
10300000.0,0.0,14.05.2018,53,1.8105,502
0.0,52700000.0,14.05.2018,53,1.8105,503
0.0,41800000.0,14.05.2018,53,1.8105,504
0.0,18800000.0,14.05.2018,53,1.8105,249
20600000.0,0.0,14.05.2018,53,1.8105,454
27300000.0,0.0,14.05.2018,53,1.8105,149
0.0,30900000.0,14.05.2018,53,1.8105,90
5000000.0,0.0,14.05.2018,53,1.82,230
10000000.0,0.0,14.05.2018,53,1.82,445
1000000.0,0.0,14.05.2018,53,1.82,116
10000000.0,0.0,14.05.2018,53,1.82,505
21200000.0,0.0,14.05.2018,53,1.82,506
0.0,10600000.0,14.05.2018,53,1.82,287
10300000.0,0.0,14.05.2018,53,1.82,507
0.0,20400000.0,14.05.2018,53,1.82,495
0.0,12700000.0,14.05.2018,53,1.82,279
10600000.0,0.0,14.05.2018,53,1.82,508
17000000.0,0.0,14.05.2018,53,1.82,509
6000000.0,0.0,14.05.2018,53,1.82,447
10000000.0,0.0,14.05.2018,53,1.82,510
20800000.0,0.0,14.05.2018,53,1.82,429
10000000.0,0.0,14.05.2018,53,1.82,511
0.0,12400000.0,14.05.2018,53,1.82,512
0.0,300000000.0,30.04.2018,39,1.8278,513
10000000.0,0.0,14.05.2018,53,1.8334,514
50800000.0,0.0,14.05.2018,53,1.8334,515
0.0,10000000.0,14.05.2018,53,1.8334,505
10300000.0,0.0,14.05.2018,53,1.8334,516
0.0,16500000.0,14.05.2018,53,1.8334,517
10300000.0,0.0,14.05.2018,53,1.8334,518
0.0,16500000.0,14.05.2018,53,1.8334,519
0.0,10900000.0,14.05.2018,53,1.8334,350
12000000.0,0.0,14.05.2018,53,1.8334,281
0.0,23800000.0,14.05.2018,53,1.8334,318
0.0,21000000.0,14.05.2018,53,1.8334,285
16800000.0,0.0,14.05.2018,53,1.8334,519
25000000.0,0.0,14.05.2018,53,1.8334,479
19200000.0,0.0,14.05.2018,53,1.8334,520
0.0,10000000.0,14.05.2018,53,1.8334,510
10000000.0,0.0,14.05.2018,53,1.8334,521
20000000.0,0.0,14.05.2018,53,1.8334,522
10500000.0,0.0,14.05.2018,53,1.8334,63
16400000.0,0.0,14.05.2018,53,1.8334,366
0.0,16400000.0,14.05.2018,53,1.8334,333
0.0,10000000.0,14.05.2018,53,1.8334,511
40000000.0,0.0,14.05.2018,53,1.8334,60
0.0,16400000.0,14.05.2018,53,1.8334,344
0.0,10300000.0,14.05.2018,53,1.8334,357
0.0,16400000.0,14.05.2018,53,1.8334,375
0.0,12700000.0,14.05.2018,53,1.8334,523
20800000.0,0.0,14.05.2018,53,1.8334,434
10000000.0,0.0,14.05.2018,53,1.8334,524
0.0,10000000.0,14.05.2018,53,1.8334,514
0.0,47500000.0,14.05.2018,53,1.8334,319
0.0,13600000.0,14.05.2018,53,1.8334,525
20000000.0,0.0,14.05.2018,53,1.8334,526
10200000.0,0.0,14.05.2018,53,1.8334,527
14300000.0,0.0,14.05.2018,53,1.8334,501
0.0,16400000.0,14.05.2018,53,1.8334,397
0.0,10300000.0,14.05.2018,53,1.8334,358
0.0,10300000.0,14.05.2018,53,1.8334,368
20800000.0,0.0,14.05.2018,53,1.8334,462
0.0,20800000.0,14.05.2018,53,1.8334,528
0.0,10900000.0,14.05.2018,53,1.8334,439
31000000.0,0.0,14.05.2018,53,1.8334,363
0.0,10300000.0,14.05.2018,53,1.8334,378
157000000.0,0.0,15.05.2018,54,1.8388,529
158000000.0,0.0,15.05.2018,54,1.8388,530
20000000.0,0.0,15.05.2018,54,1.8388,531
10900000.0,0.0,15.05.2018,54,1.8388,532
0.0,10000000.0,15.05.2018,54,1.8388,516
0.0,6200000.0,15.05.2018,54,1.8388,243
0.0,120000000.0,15.05.2018,54,1.8388,157
40000000.0,0.0,15.05.2018,54,1.8388,226
0.0,40400000.0,15.05.2018,54,1.8388,533
0.0,11300000.0,15.05.2018,54,1.8388,534
28200000.0,0.0,15.05.2018,54,1.8388,231
0.0,21200000.0,15.05.2018,54,1.8388,114
0.0,53100000.0,15.05.2018,54,1.8388,417
191300000.0,0.0,15.05.2018,54,1.8388,535
0.0,10500000.0,15.05.2018,54,1.8388,446
2500000.0,0.0,15.05.2018,54,1.8388,294
7600000.0,0.0,15.05.2018,54,1.8388,536
160000000.0,0.0,15.05.2018,54,1.8388,537
158000000.0,0.0,15.05.2018,54,1.8388,538
0.0,158000000.0,15.05.2018,54,1.8388,492
161000000.0,0.0,15.05.2018,54,1.8388,539
10400000.0,0.0,15.05.2018,54,1.8388,540
0.0,20900000.0,15.05.2018,54,1.8388,541
160000000.0,0.0,15.05.2018,54,1.8388,542
158000000.0,0.0,15.05.2018,54,1.8388,543
0.0,27300000.0,15.05.2018,54,1.8388,177
0.0,50800000.0,15.05.2018,54,1.8388,419
10000000.0,0.0,15.05.2018,54,1.8388,544
0.0,119000000.0,15.05.2018,54,1.8388,227
0.0,119000000.0,15.05.2018,54,1.8388,277
0.0,82000000.0,15.05.2018,54,1.8388,495
18000000.0,0.0,15.05.2018,54,1.8388,428
78000000.0,0.0,15.05.2018,54,1.8388,436
0.0,156000000.0,15.05.2018,54,1.8388,471
52100000.0,0.0,15.05.2018,54,1.8388,194
160000000.0,0.0,15.05.2018,54,1.8388,545
160000000.0,0.0,15.05.2018,54,1.8388,546
80000000.0,0.0,15.05.2018,54,1.8388,408
79000000.0,0.0,15.05.2018,54,1.8388,297
119700000.0,0.0,15.05.2018,54,1.8388,547
120300000.0,0.0,15.05.2018,54,1.8388,548
0.0,119000000.0,15.05.2018,54,1.8388,327
12500000.0,0.0,15.05.2018,54,1.8388,220
0.0,81000000.0,15.05.2018,54,1.8388,549
27500000.0,0.0,15.05.2018,54,1.8388,477
15000000.0,0.0,15.05.2018,54,1.8388,530
10000000.0,0.0,15.05.2018,54,1.8388,550
0.0,161000000.0,15.05.2018,54,1.8388,341
0.0,1100000.0,15.05.2018,54,1.8388,40
0.0,160500000.0,15.05.2018,54,1.8388,529
10500000.0,0.0,15.05.2018,54,1.8388,252
0.0,10600000.0,15.05.2018,54,1.8388,494
11100000.0,0.0,16.05.2018,55,1.85,23
25500000.0,0.0,16.05.2018,55,1.85,55
10500000.0,0.0,16.05.2018,55,1.85,338
0.0,1000000.0,16.05.2018,55,1.85,190
10000000.0,0.0,16.05.2018,55,1.85,551
0.0,5000000.0,16.05.2018,55,1.85,412
0.0,28200000.0,16.05.2018,55,1.85,552
0.0,28300000.0,16.05.2018,55,1.85,553
0.0,28200000.0,16.05.2018,55,1.85,554
0.0,54500000.0,16.05.2018,55,1.85,555
53100000.0,0.0,16.05.2018,55,1.85,503
53200000.0,0.0,16.05.2018,55,1.85,199
153500000.0,0.0,16.05.2018,55,1.85,305
55000000.0,0.0,16.05.2018,55,1.85,335
149100000.0,0.0,16.05.2018,55,1.85,298
0.0,77000000.0,16.05.2018,55,1.85,556
0.0,173500000.0,16.05.2018,55,1.85,50
0.0,10500000.0,16.05.2018,55,1.85,500
0.0,42000000.0,16.05.2018,55,1.85,557
0.0,55000000.0,16.05.2018,55,1.85,102
0.0,10500000.0,16.05.2018,55,1.85,502
10200000.0,0.0,16.05.2018,55,1.85,558
11100000.0,0.0,16.05.2018,55,1.85,321
0.0,11100000.0,16.05.2018,55,1.85,548
0.0,16500000.0,16.05.2018,55,1.85,559
0.0,139500000.0,16.05.2018,55,1.85,537
0.0,138100000.0,16.05.2018,55,1.85,538
62000000.0,0.0,16.05.2018,55,1.85,560
0.0,42000000.0,16.05.2018,55,1.85,561
21000000.0,0.0,16.05.2018,55,1.85,562
0.0,55000000.0,16.05.2018,55,1.85,167
5000000.0,0.0,16.05.2018,55,1.85,327
0.0,8700000.0,16.05.2018,55,1.85,24
0.0,55000000.0,16.05.2018,55,1.85,499
206000000.0,0.0,16.05.2018,55,1.85,563
150000000.0,0.0,16.05.2018,55,1.85,564
0.0,22500000.0,16.05.2018,55,1.85,341
53100000.0,0.0,16.05.2018,55,1.85,555
0.0,21200000.0,16.05.2018,55,1.85,232
21200000.0,0.0,16.05.2018,55,1.85,565
104400000.0,0.0,16.05.2018,55,1.85,46
0.0,17900000.0,16.05.2018,55,1.85,566
0.0,16500000.0,16.05.2018,55,1.85,567
0.0,132500000.0,16.05.2018,55,1.85,539
20600000.0,0.0,16.05.2018,55,1.85,465
10000000.0,0.0,16.05.2018,55,1.85,568
5000000.0,0.0,16.05.2018,55,1.85,332
6000000.0,0.0,16.05.2018,55,1.85,545
0.0,10900000.0,16.05.2018,55,1.85,448
10400000.0,0.0,16.05.2018,55,1.85,569
0.0,17000000.0,16.05.2018,55,1.85,264
7000000.0,0.0,16.05.2018,55,1.85,570
10000000.0,0.0,16.05.2018,55,1.85,571
0.0,10200000.0,16.05.2018,55,1.85,290
5000000.0,0.0,16.05.2018,55,1.85,356
0.0,25500000.0,16.05.2018,55,1.85,131
0.0,5000000.0,16.05.2018,55,1.85,416
15000000.0,0.0,16.05.2018,55,1.85,535
0.0,5500000.0,16.05.2018,55,1.85,265
87000000.0,0.0,16.05.2018,55,1.85,294
22800000.0,0.0,16.05.2018,55,1.85,572
0.0,1100000.0,17.05.2018,56,1.8725,89
0.0,11000000.0,17.05.2018,56,1.8725,532
0.0,18000000.0,21.05.2018,60,1.8725,573
21300000.0,0.0,21.05.2018,60,1.8725,574
8000000.0,0.0,17.05.2018,56,1.8849,244
10000000.0,0.0,17.05.2018,56,1.8849,575
0.0,10000000.0,17.05.2018,56,1.8849,518
0.0,10000000.0,17.05.2018,56,1.8849,521
0.0,50000000.0,17.05.2018,56,1.8849,370
8300000.0,0.0,17.05.2018,56,1.8849,216
10900000.0,0.0,17.05.2018,56,1.8849,576
0.0,28600000.0,17.05.2018,56,1.8849,539
3100000.0,0.0,17.05.2018,56,1.8849,222
0.0,5500000.0,17.05.2018,56,1.8849,320
37000000.0,0.0,17.05.2018,56,1.8849,380
10200000.0,0.0,17.05.2018,56,1.8849,577
10900000.0,0.0,17.05.2018,56,1.8849,578
14300000.0,0.0,17.05.2018,56,1.8849,525
6100000.0,0.0,17.05.2018,56,1.8849,554
0.0,32000000.0,17.05.2018,56,1.8849,421
50000000.0,0.0,17.05.2018,56,1.8849,513
0.0,21000000.0,17.05.2018,56,1.8849,391
0.0,12600000.0,17.05.2018,56,1.8849,579
0.0,50000000.0,17.05.2018,56,1.8849,379
0.0,1000000.0,17.05.2018,56,1.8849,200
10000000.0,0.0,17.05.2018,56,1.8849,580
10000000.0,0.0,17.05.2018,56,1.8849,581
10400000.0,0.0,17.05.2018,56,1.8849,582
0.0,19100000.0,17.05.2018,56,1.8849,260
5000000.0,0.0,17.05.2018,56,1.8849,380
0.0,5500000.0,17.05.2018,56,1.8849,372
10000000.0,0.0,17.05.2018,56,1.8849,583
0.0,14400000.0,17.05.2018,56,1.8849,486
10400000.0,0.0,17.05.2018,56,1.8849,584
10000000.0,0.0,17.05.2018,56,1.8849,585
0.0,5400000.0,17.05.2018,56,1.8849,374
38300000.0,0.0,17.05.2018,56,1.8849,48
10000000.0,0.0,17.05.2018,56,1.8849,586
10000000.0,0.0,17.05.2018,56,1.8849,587
20800000.0,0.0,17.05.2018,56,1.8849,528
7600000.0,0.0,17.05.2018,56,1.8849,588
15000000.0,0.0,17.05.2018,56,1.8849,559
0.0,10900000.0,17.05.2018,56,1.8849,485
0.0,21000000.0,17.05.2018,56,1.8849,403
0.0,17400000.0,17.05.2018,56,1.8849,589
0.0,76000000.0,18.05.2018,57,1.8849,564
20000000.0,0.0,18.05.2018,57,1.8849,566
0.0,31300000.0,18.05.2018,57,1.8849,488
0.0,10000000.0,18.05.2018,57,1.8849,524
20600000.0,0.0,18.05.2018,57,1.8849,484
0.0,22000000.0,18.05.2018,57,1.8849,572
12200000.0,0.0,18.05.2018,57,1.8849,433
0.0,12200000.0,18.05.2018,57,1.8849,590
10300000.0,0.0,18.05.2018,57,1.8849,591
0.0,18600000.0,18.05.2018,57,1.8849,204
7500000.0,0.0,18.05.2018,57,1.8849,58
0.0,59424451.0,18.05.2018,57,1.8849,416
12000000.0,0.0,18.05.2018,57,1.8849,523
10300000.0,0.0,18.05.2018,57,1.8849,592
10900000.0,0.0,18.05.2018,57,1.8849,593
7700000.0,0.0,18.05.2018,57,1.8849,436
0.0,7700000.0,18.05.2018,57,1.8849,173
0.0,5200000.0,18.05.2018,57,1.8849,384
6300000.0,0.0,18.05.2018,57,1.8849,594
0.0,7700000.0,18.05.2018,57,1.8849,233
12800000.0,0.0,18.05.2018,57,1.8849,389
21900000.0,0.0,18.05.2018,57,1.8849,595
41200000.0,0.0,18.05.2018,57,1.8849,274
10000000.0,0.0,18.05.2018,57,1.8849,596
22500000.0,0.0,18.05.2018,57,1.8849,103
